,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking
,"вул. Академіка Павлова, 309Б",31000,30,1,Харків,"Салтівка
                        ·",5,1033,0,0,1,0,0,0
,"вул. Козакевича, 10А",25000,33,1,Харків,"Салтівка
                        ·",4,758,0,1,0,0,0,0
,"вул. Гвардійців-Широнінців, 14",23500,33,1,Харків,"605-ий мікрорайон
                        ·",8,712,0,0,1,0,0,0
,"вул. Гвардійців-Широнінців, 49А",33000,45,2,Харків,"Салтівський
                        ·",9,733,0,0,1,0,0,0
,"вул. Зернова, 47",51500,68,2,Харків,"Одеська
                        ·",17,757,0,0,1,0,0,0
,"вул. Січових Стрільців, 10",29000,44,2,Стрий,"Лани Нижні
                        ·",4,656,0,0,0,0,0,0
,"вул. Івана Сірка, 16",65000,58,1,Стрий,Стрий,3,1119,0,0,0,0,0,0
,Г.Коссака,65100,93,3,Стрий,"Лани Нижні
                        ·",1,700,0,0,0,0,0,0
,вул. Нижанківського,87000,100,3,Стрий,"Центр
                        ·",5,870,0,0,0,0,0,0
,вул. Грабовецька,27300,49,2,Стрий,Стрий,9,555,0,0,0,0,0,0
,вул. Добрівлянська,74500,86,3,Стрий,"Лани Нижні
                        ·",2,862,0,0,0,0,0,0
,вул. Філарета Колесси,27500,54,2,Стрий,"Центр
                        ·",2,513,0,0,0,0,0,0
,Миколи Лемика,26000,54,2,Стрий,"Лани Верхні
                        ·",1,481,0,0,0,0,0,0
,вул. Залізняка(Залізняка),37500,56,3,Стрий,Стрий,1,670,0,0,0,0,0,0
,вул. Коперніка(Коперніка),26000,47,2,Стрий,"Шумлявщина
                        ·",1,553,0,0,0,0,0,0
,вул. Тараса Шевченка,55500,129,4,Стрий,"Центр
                        ·",2,430,0,0,0,0,0,0
,"пров. Остапа Нижанківського, 2",61650,69,2,Стрий,Стрий,10,900,0,0,0,0,0,0
,"вул. Тараса Шевченка, 5",63500,50,1,Стрий,"Центр
                        ·",1,1270,0,0,0,0,0,0
,"вул. Нижанківського, 2",62910,70,2,Стрий,Стрий,9,900,0,0,0,0,0,0
,пров. Тараса Шевченка,40000,93,2,Стрий,"Центр
                        ·",2,431,0,0,0,0,0,0
,вул. Дрогобицька,80000,94,3,Стрий,"Центр
                        ·",3,851,0,0,0,0,0,0
,Набережн,27000,50,1,Стрий,"Зваричі
                        ·",1,540,0,0,0,0,0,0
,вул. Виговського(Виговського),33000,62,3,Стрий,Стрий,4,532,0,0,0,0,0,0
,"вул. Тараса Шевченка, 107Г",187000,277,5,Стрий,"Центр
                        ·",7,676,0,0,0,0,0,0
,пров. Остапа Нижанківського,86900,67,2,Стрий,Стрий,8,1307,0,0,0,0,0,0
,вул. Красівського,34000,70,3,Стрий,Стрий,5,489,0,0,0,0,0,0
,вул. Новаківського(Новаківського),38500,72,3,Стрий,"Лани Верхні
                        ·",5,535,0,0,0,0,0,0
,"вул. Львівська, 81",62000,106,3,Стрий,Стрий,8,586,0,0,0,0,0,0
,"вул. Богдана Хмельницького, 9",59999,115,4,Стрий,"Центр
                        ·",3,522,0,0,0,0,0,0
,"Лудкевича, 11",12990,31,1,Стрий,"Центр
                        ·",1,423,0,0,0,0,0,0
,"вул. Лесі Українки, 15",18500,43,2,Стрий,Стрий,4,430,0,0,0,0,0,0
,"вул. Тараса Шевченка, 111",160161,100,3,Стрий,"Центр
                        ·",7,1667,0,0,0,0,0,0
,"вул. Залізняка(Залізняка), 7",41999,41,2,Стрий,Стрий,4,1019,0,0,0,0,0,0
,Бассараб,48000,90,3,Стрий,"Зваричі
                        ·",8,533,0,0,0,0,0,0
,вул. Вишнева,25000,44,2,Стрий,Стрий,1,568,0,0,0,0,0,0
,"вул. Богдана Хмельницького, 10",24900,47,2,Стрий,"Центр
                        ·",2,525,0,0,0,0,0,0
,"вул. Дрогобицька, 5",70000,203,3,Стрий,Стрий,3,345,0,0,0,0,0,0
,"Стрий, 4",31500,30,1,Стрий,"Лани Нижні
                        ·",5,1050,0,0,0,0,0,0
,"вул. Дрогобицька, 46",56500,69,3,Стрий,"Центр
                        ·",3,825,0,0,0,0,0,0
,просп. Чорновола,55500,140,3,Стрий,"Центр
                        ·",5,396,0,0,0,0,0,0
,"пров. Лесі Українки, 9Б",23200,59,3,Стрий,"Центр
                        ·",1,393,0,0,0,0,0,0
,"вул. Дрогобицька, 35",28500,63,2,Стрий,"Шумлявщина
                        ·",2,456,0,0,0,0,0,0
,"вул. Тараса Шевченка, 88",67000,79,1,Стрий,"Центр
                        ·",7,848,0,0,0,0,0,0
,вул. Стуса(Стуса),43900,55,2,Стрий,"Шумлявщина
                        ·",1,806,0,0,0,0,0,0
,"пров. Остапа Нижанківського, 2Д",55400,68,2,Стрий,"Центр
                        ·",9,820,0,0,0,0,0,0
,вул. Крива,49500,63,2,Стрий,"Центр
                        ·",1,788,0,0,0,0,0,0
,"вул. Андрія Корчака, 1",29990,55,2,Стрий,"Центр
                        ·",2,545,0,0,0,0,0,0
,Ринок майд.,39400,57,1,Стрий,"Марцинівка
                        ·",4,691,0,0,0,0,0,0
,"вул. Вишнева, 1",28500,45,2,Стрий,"Новий Світ
                        ·",4,633,0,0,0,0,0,0
,"вул. Басараб Ольги, 14",47000,89,3,Стрий,Стрий,8,528,0,0,0,0,0,0
,"вул. Тараса Шевченка, 107",69999,74,2,Стрий,Стрий,6,946,0,0,0,0,1,0
,вул. Шумлявщина,44900,56,2,Стрий,Стрий,3,802,0,0,1,0,1,0
,вул. Коссака(Коссака),39900,74,4,Стрий,"Центр
                        ·",8,539,0,0,0,0,0,0
,"вул. Залізняка(Залізняка), 10",26500,45,2,Стрий,Стрий,1,589,0,0,0,0,0,0
,вул. Івана Сірка,38000,53,1,Стрий,"Центр
                        ·",6,717,0,0,1,0,1,1
,вул. 50річчя УПА(50річчя УПА),86000,81,4,Стрий,Стрий,4,1062,0,0,0,0,0,0
,вул. Січових Стрільців,37500,994,3,Стрий,"Лани Нижні
                        ·",1,38,0,0,0,0,0,1
,"вул. Олесницького, 1",42000,60,2,Стрий,"Центр
                        ·",2,697,0,0,0,0,1,0
,"вул. Саксаганського, 8",44100,57,2,Стрий,"Марцинівка
                        ·",4,781,0,0,0,0,0,0
,"Ринок майд., 43",16300,36,2,Стрий,"Центр
                        ·",1,453,0,0,0,0,0,0
,"вул. Івана Франка, 16",46000,84,3,Стрий,"Центр
                        ·",1,550,0,0,0,0,0,0
,"Робітнича, 21",24999,46,2,Стрий,"Марцинівка
                        ·",1,549,0,0,0,0,0,0
,"вул. Тараса Шевченка, 14",65975,91,3,Стрий,"Центр
                        ·",4,725,0,0,0,0,0,0
,"вул. Степана Ленкавського, 1Б",40000,72,3,Стрий,"Лани Нижні
                        ·",3,556,0,0,0,0,0,0
,"бул. Італійський, 1В",103000,46,1,Одеса,"Приморський
                        ·",14,2239,0,0,0,0,0,0
,"вул. Толбухіна, 135 а",84000,86,3,Одеса,"Київський
                        ·",22,977,0,0,0,0,0,0
,"вул. Спрейса, 1",31756,27,1,Одеса,"Хаджибейський
                        ·",14,1197,0,0,0,0,0,0
,"вул. Літературна, 1А",160000,83,2,Одеса,"Приморський
                        ·",9,1928,0,0,0,0,0,0
,"вул. Сонячна, 4",74000,81,2,Одеса,"Приморський
                        ·",16,914,0,0,0,0,0,0
,"просп. Шевченка, 31",100000,67,1,Одеса,"Приморський
                        ·",7,1493,0,1,0,0,0,0
,вул. Генуезька,68000,45,1,Одеса,Одеса,23,1511,0,1,0,0,0,0
,"вул. Середньофонтанська, 30/1",75000,63,2,Одеса,"Приморський
                        ·",4,1190,0,0,0,0,0,0
,Фонтанська дор.,36500,51,1,Одеса,"Великий Фонтан
                        ·",3,719,0,0,0,0,0,0
,"вул. Генерала Швигіна, 4",34000,34,1,Одеса,"Великий Фонтан
                        ·",1,1000,0,1,0,0,0,0
,вул. Дача Ковалевського,38000,45,1,Одеса,"Дача Ковалевського
                        ·",2,844,0,0,0,0,0,0
,вул. Профспілкова,66500,82,3,Одеса,"Хаджибейський
                        ·",6,811,1,0,0,0,0,0
,вул. Генерала Петрова,67000,70,3,Одеса,"Черемушки
                        ·",5,957,0,0,1,0,0,0
,мас. Радужний,65000,84,3,Одеса,"Київський
                        ·",3,774,0,0,0,1,0,0
,вул. Академіка Корольова,25000,40,1,Одеса,"Київський
                        ·",12,631,1,0,0,0,0,0
,вул. Інглезі,45600,46,2,Одеса,"Київський
                        ·",2,983,1,0,0,0,0,0
,"вул. Перлинна, 12",79500,61,2,Одеса,"Київський
                        ·",14,1303,1,1,0,0,0,0
,"вул. Сегедська, 10",30000,33,1,Одеса,"Приморський
                        ·",3,909,1,0,0,0,0,0
,вул. Перлинна,92500,75,3,Одеса,"Київський
                        ·",4,1233,1,0,0,0,0,0
,пров. Середньофонтанський,67900,48,2,Одеса,"Приморський
                        ·",11,1415,1,1,0,0,0,0
,вул. Жаботинського,115000,100,2,Одеса,"Таїрова
                        ·",15,1150,0,0,0,0,0,0
,вул. Іцхака Рабіна,30000,57,3,Одеса,"Малиновський
                        ·",5,526,1,0,0,0,0,0
,"вул. Адмірала Лазарєва, 32",26000,34,2,Одеса,"Молдаванка
                        ·",1,769,0,0,0,1,1,0
,просп. Небесної Сотні,55000,66,2,Одеса,"Київський
                        ·",5,833,1,1,0,0,0,0
,"мас. Радужний, 11",74900,72,2,Одеса,"Київський
                        ·",5,1040,0,0,0,0,0,0
,вул. Бугаївська,41000,36,1,Одеса,"Хаджибейський
                        ·",12,1139,0,0,0,0,0,0
,пров. Сабанський,95000,59,1,Одеса,"Приморський
                        ·",13,1610,1,0,0,0,0,0
,вул. Гранітна,36000,40,1,Одеса,"Таїрова
                        ·",8,900,0,0,1,0,0,0
,вул. Палія Семена,40000,59,2,Одеса,"Пересипський
                        ·",7,683,0,0,0,0,0,0
,"вул. Генуезька, 1, 1/1",29120,28,1,Одеса,"Приморський
                        ·",6,1040,0,0,0,0,0,0
,вул. Маршала Малиновського,77000,52,2,Одеса,Одеса,3,1481,0,0,1,0,0,0
,вул. Вапняна,27900,44,2,Одеса,"Пересипський
                        ·",4,634,1,0,0,0,0,0
,вул. Академіка Сахарова,40600,68,2,Одеса,"Пересипський
                        ·",3,597,0,0,0,0,0,0
,"вул. Чубаївська, 1",49508,43,1,Одеса,"Київський
                        ·",7,1150,0,0,1,0,0,0
,вул. Дмитрія Донського,63500,48,1,Одеса,"Київський
                        ·",3,1323,1,0,0,0,0,0
,"вул. Каманіна, 16А/5",155000,68,2,Одеса,"Аркадія
                        ·",12,2279,0,0,0,0,0,0
,"просп. Добровольського, 128",23500,34,1,Одеса,"Суворовський
                        ·",8,691,1,0,0,0,0,0
,вул. Середньофонтанська,68000,43,1,Одеса,"Приморський
                        ·",18,1570,1,0,0,0,0,0
,пров. Тополиний,47500,32,1,Одеса,"Приморський
                        ·",12,1484,1,0,0,0,0,0
,вул. Варненська,56500,46,1,Одеса,"Київський
                        ·",22,1228,1,0,0,0,0,0
,вул. Спрейса,26000,23,1,Одеса,"Овідіопольський
                        ·",10,1130,1,0,0,0,0,0
,"вул. Академіка Корольова, 59",65000,64,3,Одеса,"Київський
                        ·",7,1016,1,0,0,0,0,0
,вул. Армійська,46000,62,3,Одеса,"Приморський
                        ·",1,742,1,0,0,0,0,0
,вул. Люстдорфська дорога,75000,61,2,Одеса,"Київський
                        ·",18,1230,1,1,0,0,0,0
,пров. Нечипуренка,62000,60,3,Одеса,"Приморський
                        ·",1,1033,0,0,0,1,1,0
,вул. Ільфа і Петрова,33000,66,3,Одеса,"Київський
                        ·",3,500,0,0,0,0,0,0
,вул. Плієва,54500,50,1,Одеса,"Малиновський
                        ·",4,1090,1,0,0,0,0,0
,вул. Михайла Грушевського,58000,49,1,Одеса,"Малиновський
                        ·",8,1186,1,0,0,0,0,0
,вул. Паркова,115000,145,4,Одеса,"Малиновський
                        ·",5,793,1,1,0,0,0,0
,"вул. Дмитрія Донського, 59/2",44000,40,1,Одеса,Одеса,5,1100,0,0,0,0,0,0
,плато Гагарінське,65000,60,1,Одеса,"Приморський
                        ·",3,1083,1,0,0,0,0,0
,"вул. Ільфа і Петрова, 57",82000,108,4,Одеса,"Київський
                        ·",1,759,1,0,0,0,0,0
,просп. Шевченка,47000,30,1,Одеса,"Приморський
                        ·",11,1567,1,1,0,0,0,0
,пров. Хвойний,45000,50,1,Одеса,"Хаджибейський
                        ·",1,900,0,1,0,0,0,0
,"Фонтанська дор., 4А",180000,110,3,Одеса,"Приморський
                        ·",2,1636,1,0,0,0,0,0
,вул. Тополина,105000,122,4,Одеса,"Київський
                        ·",9,861,1,0,0,0,0,0
,вул. Разумовська,90000,96,4,Одеса,"Малиновський
                        ·",1,938,1,0,0,0,0,0
,пров. Морехідний,138000,159,2,Одеса,"Приморський
                        ·",6,866,1,0,0,0,0,0
,вул. Генерала Бочарова,28000,24,1,Одеса,"Містечко Котовського
                        ·",3,1167,0,0,0,0,0,0
,"вул. Дача Ковалевського, 5",149070,99,3,Одеса,"Київський
                        ·",26,1500,0,0,0,0,0,0
,вул. 13 станція Великого Фонтану,111998,78,3,Одеса,"Київський
                        ·",9,1430,0,0,0,0,0,0
,"вул. Академіка Сахарова, 3В",33500,43,1,Одеса,Одеса,9,779,0,0,0,0,0,0
,"вул. Палія Семена, 21",47060,72,2,Одеса,"Пересипський
                        ·",8,650,0,0,0,0,0,0
,"Фонтанська дор., 25",70139,66,2,Одеса,"Приморський
                        ·",6,1070,0,0,0,0,0,0
,"вул. Макаренка, 2А",103000,85,2,Одеса,"Великий Фонтан
                        ·",10,1212,0,0,1,0,0,0
,вул. Ріхтера Святослава,39500,31,1,Одеса,"Хаджибейський
                        ·",4,1262,1,0,0,0,0,0
,"Фонтанська дор., 118А",57000,38,1,Одеса,"Київський
                        ·",17,1500,0,0,0,1,0,0
,"вул. Академіка Сахарова, 20",30842,44,1,Одеса,"Пересипський
                        ·",1,697,0,0,0,0,0,0
,вул. Посмітного,56000,69,3,Одеса,"Приморський
                        ·",7,812,1,0,0,0,0,0
,"пров. Компасний, 1А",90000,78,2,Одеса,"Аркадія
                        ·",9,1154,0,0,0,0,0,0
,вул. Прохоровська,62500,75,2,Одеса,"Хаджибейський
                        ·",15,832,1,0,0,0,0,0
,"вул. Профспілкова, 9А",30000,39,1,Одеса,"Черемушки
                        ·",7,769,0,0,1,0,0,0
,вул. Кленова,72900,58,1,Одеса,"Приморський
                        ·",9,1268,1,1,0,0,0,0
,"вул. Академіка Сахарова, 55",23512,31,1,Одеса,"Пересипський
                        ·",4,750,0,0,0,0,0,0
,вул. Маршала Говорова,55000,44,1,Одеса,"Приморський
                        ·",6,1239,1,1,0,0,0,0
,"вул. Академічна, 3",24500,35,1,Одеса,"Приморський
                        ·",6,704,0,0,0,0,0,0
,вул. Костанді,63500,45,1,Одеса,"Вузівський
                        ·",4,1411,0,0,1,0,0,0
,"вул. Академіка Заболотного, 18",14000,22,1,Одеса,"Містечко Котовського
                        ·",8,636,0,0,0,0,0,0
,"вул. Марсельська, 62",40211,57,2,Одеса,"Пересипський
                        ·",5,705,0,0,0,0,0,0
,вул. Марсельська,44533,55,2,Одеса,"Пересипський
                        ·",3,810,0,0,1,0,0,0
,"вул. Перлинна, 9",32500,42,1,Одеса,"Київський
                        ·",2,774,0,0,0,0,0,0
,бул. Лідерсівський,600000,262,5,Одеса,"Приморський
                        ·",13,2290,0,0,0,0,0,0
,вул. Буніна,40000,28,1,Одеса,"Центр
                        ·",4,1429,0,0,0,0,1,0
,бул. Французький,108920,77,2,Одеса,"Приморський
                        ·",24,1415,0,0,0,0,0,0
,"вул. Градоначальницька, 22/6",32000,46,2,Одеса,"Центр
                        ·",5,696,0,0,1,0,0,0
,вул. Балківська,45000,39,1,Одеса,"Молдаванка
                        ·",7,1142,1,1,0,0,0,0
,вул. Сонячна,66000,72,2,Одеса,"Приморський
                        ·",13,917,0,0,0,0,0,0
,"вул. Генуезька, 3А",210000,108,3,Одеса,"Аркадія
                        ·",22,1944,0,1,0,0,0,0
,"вул. Генуезька, 1Д",84000,49,1,Одеса,"Аркадія
                        ·",19,1714,0,0,0,0,0,0
,пров. Вознесенський,30000,37,2,Одеса,"Приморський
                        ·",2,833,1,0,0,0,0,0
,"вул. Отрадна, 15",370000,161,3,Одеса,"Приморський
                        ·",10,2298,0,0,0,0,0,0
,"бул. Французький, 60Б",110000,86,3,Одеса,"Аркадія
                        ·",1,1279,0,0,0,0,0,0
,"вул. Генуезька, 1/1",105000,55,2,Одеса,"Аркадія
                        ·",19,1909,0,1,0,0,0,0
,"бул. Французький, 85/5",135000,55,1,Одеса,"Приморський
                        ·",6,2441,0,0,1,0,0,0
,"Фонтанська дор., 77А",230000,90,2,Одеса,"Київський
                        ·",7,2556,0,0,0,0,0,0
,"вул. Генуезька, 3Г",68000,45,1,Одеса,"Аркадія
                        ·",24,1511,0,1,0,0,0,0
,пров. Курортний,100000,63,2,Одеса,"Аркадія
                        ·",22,1600,0,1,0,0,0,0
,"пров. Травневий, 4",165000,67,2,Одеса,"Київський
                        ·",2,2474,0,0,0,0,0,0
,вул. Бабаджаняна Маршала,50000,55,2,Одеса,"Малиновський
                        ·",10,909,1,0,0,0,0,0
,вул. Івана Франка,66500,79,2,Одеса,"Приморський
                        ·",9,842,0,0,0,0,0,0
,пров. Банний,85000,95,4,Одеса,"Малиновський
                        ·",3,895,0,0,0,0,0,0
,вул. Південна,16000,26,1,Одеса,"Приморський
                        ·",1,615,1,0,0,0,0,0
,вул. Паустовського,26000,33,1,Одеса,"Суворовський
                        ·",8,788,1,0,0,0,0,0
,"пров. Бісквітний, 1А",43000,44,1,Одеса,"Приморський
                        ·",17,969,0,0,0,0,1,0
,вул. Академіка Філатова,40000,54,3,Одеса,"Черемушки
                        ·",4,741,0,1,0,0,0,0
,"пров. Середньофонтанський, 1А",59000,62,2,Одеса,"Приморський
                        ·",17,950,0,0,0,0,1,0
,вул. Палубна,120000,138,3,Одеса,"Приморський
                        ·",3,870,1,1,0,0,0,0
,вул. Світанку,65000,50,1,Одеса,"Київський
                        ·",1,1297,0,0,1,0,0,0
,вул. Генерала Ватутіна,55000,80,3,Одеса,"Малиновський
                        ·",1,688,0,1,0,0,0,0
,Овідіопольська дор.,44000,69,2,Одеса,"Хаджибейський
                        ·",14,635,1,0,0,0,0,0
,вул. Берегова,40000,52,3,Одеса,"Совіньйон
                        ·",3,769,0,0,1,0,0,0
,"узвіз Військовий, 8",41900,64,3,Одеса,"Центр
                        ·",2,655,0,0,0,0,1,0
,"вул. Перлинна, 10",60500,45,2,Одеса,"Київський
                        ·",15,1344,1,1,0,0,0,0
,пров. Бісквітний,41830,47,1,Одеса,"Приморський
                        ·",20,890,0,0,0,0,0,0
,"пров. Успенський, 11",259000,107,2,Одеса,"Центр
                        ·",10,2421,0,0,0,0,1,0
,"бул. Французький, 60Г",106500,89,3,Одеса,"Приморський
                        ·",24,1197,0,0,0,0,0,0
,"плато Гагарінське, 5",59900,55,1,Одеса,"Аркадія
                        ·",4,1095,0,0,0,0,0,0
,пров. Катаєва,60000,110,3,Одеса,"Приморський
                        ·",2,545,1,0,0,0,1,0
,вул. Дальницька,24000,35,2,Одеса,"Малиновський
                        ·",1,686,0,1,0,0,0,0
,"вул. Радісна, 29",30000,43,1,Одеса,"Малиновський
                        ·",11,698,0,0,1,0,0,0
,вул. Шишкіна,63000,68,3,Одеса,"Київський
                        ·",6,926,0,0,0,1,0,0
,вул. Центральна (Люстдорф),40000,73,2,Одеса,"Київський
                        ·",9,552,1,0,0,0,0,0
,вул. Розкидайлівська,58000,46,2,Одеса,"Приморський
                        ·",5,1250,0,1,0,0,1,0
,вул. Колонтаївська,67000,61,2,Одеса,"Приморський
                        ·",3,1093,1,0,0,0,0,0
,вул. Осипова,76000,88,3,Одеса,"Приморський
                        ·",3,864,1,1,0,0,0,0
,просп. Академіка Глушка,22000,30,1,Одеса,"Київський
                        ·",8,733,0,1,1,0,0,0
,вул. М’ясоїдівська,31500,32,2,Одеса,"Молдаванка
                        ·",1,984,0,0,0,0,0,0
,"вул. Варненська, 5/2",44000,46,2,Одеса,"Київський
                        ·",4,957,0,1,0,0,0,0
,"вул. Висоцького, 23",38500,41,1,Одеса,"Пересипський
                        ·",8,939,0,0,0,0,0,0
,"вул. Єврейська, 36",75000,58,2,Одеса,"Центр
                        ·",3,1293,0,0,0,0,1,0
,"вул. Недєліна, 78",38000,29,1,Одеса,"Київський
                        ·",3,1301,1,1,0,0,0,0
,"вул. Академіка Сахарова, 3Д",26500,43,1,Одеса,"Містечко Котовського
                        ·",16,619,0,0,1,0,0,0
,"вул. Марсельська, 33/2",38000,39,1,Одеса,"Містечко Котовського
                        ·",7,974,0,0,0,0,0,1
,пл. Толбухіна,65000,45,1,Одеса,"Київський
                        ·",14,1444,0,1,0,0,0,0
,вул. Академіка Вільямса,48000,65,2,Одеса,"Київський
                        ·",7,738,0,0,0,0,0,0
,вул. 40-річчя оборони Одеси,21500,35,1,Одеса,"Суворовський
                        ·",1,614,0,0,1,0,0,0
,вул. Краснова,36000,59,3,Одеса,"Київський
                        ·",3,611,1,0,0,0,0,0
,пров. Кордонний,145000,100,3,Одеса,"Приморський
                        ·",18,1450,1,0,0,0,0,0
,вул. Академіка Воробйова,36500,35,1,Одеса,"Пересипський
                        ·",11,1040,0,1,0,0,0,0
,вул. Кузнечна,43500,60,2,Одеса,"Приморський
                        ·",2,725,1,0,0,0,1,0
,"вул. Академіка Сахарова, 3Г",39000,44,1,Одеса,Одеса,22,886,0,0,0,0,0,0
,вул. Новоберегова,94000,56,1,Одеса,"Аркадія
                        ·",14,1667,0,1,0,0,0,0
,"бул. Французький, 2",168000,60,1,Одеса,"Приморський
                        ·",5,2800,1,1,0,0,0,0
,вул. Зоопаркова,75000,53,2,Одеса,"Приморський
                        ·",1,1415,1,0,0,0,0,0
,вул. Сегедська,78000,68,3,Одеса,"Приморський
                        ·",8,1147,1,1,0,0,0,0
,"вул. Кузнечна, 7",33500,58,3,Одеса,"Приморський
                        ·",1,578,0,0,1,0,1,0
,"вул. Проектна, 96",77600,97,2,Одеса,"Пересипський
                        ·",7,800,0,0,0,0,0,0
,вул. Шкільна,28080,36,1,Одеса,"Містечко Котовського
                        ·",13,780,0,0,0,0,0,0
,вул. Мала Арнаутська,98000,72,2,Одеса,"Приморський
                        ·",10,1361,1,0,0,0,1,0
,вул. Пушкінська,43500,65,2,Одеса,"Приморський
                        ·",2,669,1,0,0,0,1,0
,вул. Композитора Ніщинського,75000,88,3,Одеса,"Приморський
                        ·",9,852,0,0,0,0,0,0
,вул. Бреуса,27500,35,1,Одеса,"Черемушки
                        ·",4,790,1,0,1,0,0,0
,вул. Буковинська,56000,82,2,Рівне,"Автовокзал
                        ·",5,683,0,0,1,0,0,0
,вул. Чорновола В'ячеслава,37000,42,1,Рівне,"Басів Кут
                        ·",3,881,0,0,0,0,0,0
,"вул. Галицького Данила, 16",37590,45,1,Рівне,"Відінська
                        ·",9,840,0,0,0,0,0,0
,"вул. Студентська, 18",58000,47,1,Рівне,"Відінська
                        ·",5,1226,0,0,0,0,0,0
,"вул. Київська, 108",37800,47,1,Рівне,"Зоопарк
                        ·",3,799,0,0,1,0,0,1
,"вул. Василя Червонія(Гагаріна), 61",49999,78,4,Рівне,"Чайка
                        ·",9,641,0,0,1,0,0,0
,просп. Миру,35000,31,1,Рівне,"Центр
                        ·",5,1129,0,0,0,0,0,0
,вул. Студентська,37000,45,1,Рівне,"Щасливе
                        ·",9,822,0,0,0,0,0,0
,"вул. Анатолія Грицая(Чехова), 17А",43750,58,1,Рівне,"Ювілейний
                        ·",5,759,0,0,0,0,0,0
,"вул. Васильченка Степана, 26",51000,51,1,Рівне,"12-школа
                        ·",4,994,0,0,0,0,1,1
,вул. Степана Бандери,33500,55,3,Рівне,"Істамбул
                        ·",3,609,0,0,0,0,0,0
,вул. Гурія Бухала,43500,52,2,Рівне,"Ювілейний
                        ·",6,837,0,0,0,0,0,0
,вул. Князя Острозького,23800,24,1,Рівне,"Ювілейний
                        ·",3,992,0,0,0,0,0,0
,"вул. Буковинська, 20А",48059,44,1,Рівне,"Автовокзал
                        ·",3,1100,0,0,1,0,0,1
,"вул. Мазепи Гетьмана, 3",115000,61,2,Рівне,"Центр
                        ·",4,1885,0,1,0,1,1,0
,"вул. Соборна, 283",19700,31,1,Рівне,"Ювілейний
                        ·",5,635,0,0,1,0,0,0
,вул. Соборна,27000,51,2,Рівне,"Рум
                        ·",3,528,1,0,0,0,0,0
,вул. Віталія Стиби(Бригадна),28800,65,2,Рівне,"Тинне
                        ·",4,443,0,0,0,0,0,0
,вул. Назара Небожинського(Павлюченка),55999,58,2,Рівне,"Ювілейний
                        ·",2,966,0,0,1,0,0,0
,вул. Різдвяна,56300,67,2,Рівне,"Щасливе
                        ·",5,840,0,0,0,0,0,0
,"вул. Набережна, 14",55000,64,3,Рівне,"Центр
                        ·",7,859,0,0,0,0,1,0
,"вул. Богоявленська, 38",64000,68,2,Рівне,"Північний
                        ·",1,938,1,0,0,0,0,0
,вул. Кулика і Гудачека(Макарова),35999,70,3,Рівне,"Ювілейний
                        ·",1,514,0,0,0,0,0,0
,"вул. Корольова, 8",34000,60,3,Рівне,"Ювілейний
                        ·",1,567,0,0,1,0,0,0
,вул. Галицького Данила,29800,34,1,Рівне,"Автовокзал
                        ·",9,876,0,0,0,0,0,1
,вул. Млинівська,27500,34,1,Рівне,"Ювілейний
                        ·",1,809,0,0,0,0,0,0
,"вул. Мельника Андрія, 8",32000,48,2,Рівне,"Північний
                        ·",9,667,1,0,0,0,0,0
,вул. Теліги,33000,34,1,Рівне,"Ювілейний
                        ·",3,971,0,0,0,0,0,0
,вул. Самчука Уласа,42850,41,1,Рівне,"Центр
                        ·",3,1055,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 91Ф",54000,40,1,Рівне,"Щасливе
                        ·",8,1350,0,0,0,0,0,0
,"вул. Костромська, 1",50000,98,5,Рівне,"Автовокзал
                        ·",4,510,0,0,0,0,0,0
,вул. Фабрична,27500,33,1,Рівне,"Льононкомбінат
                        ·",1,833,0,0,0,0,0,0
,"вул. Коротка, 6А",61800,47,2,Рівне,"Пивзавод
                        ·",3,1315,0,0,0,0,0,0
,"просп. Генерала Безручка, 10",51000,44,2,Рівне,"Північний
                        ·",2,1159,0,0,0,0,0,0
,вул. Юрія Горліса-Горського,28150,49,1,Рівне,"Щасливе
                        ·",3,574,0,0,0,0,0,0
,"вул. Набережна, 21",25500,42,2,Рівне,"Центр
                        ·",5,607,0,0,0,0,0,0
,"вул. Єдності(Чебишева), 12",57600,48,1,Рівне,"12-школа
                        ·",2,1200,0,0,1,0,0,0
,"вул. Замкова, 34А",46400,41,1,Рівне,"Центр
                        ·",2,1132,0,0,0,0,1,1
,вул. 16 Липня,44500,45,1,Рівне,"Центр
                        ·",3,1000,0,0,0,0,0,0
,вул. Гайдамацька,69000,66,2,Рівне,"Чайка
                        ·",2,1045,0,0,0,0,0,0
,"вул. Київська, 81",50800,62,3,Рівне,"Автовокзал
                        ·",6,826,0,0,0,0,0,0
,"вул. Чорновола В'ячеслава, 91Д",45600,57,2,Рівне,"Басів Кут
                        ·",3,800,0,0,1,0,0,0
,"вул. Чорновола В'ячеслава, 91І",48000,55,2,Рівне,"Басів Кут
                        ·",3,873,0,0,1,0,0,0
,вул. Саймона Сміта(Толстого Льва),44000,41,2,Рівне,"Центр
                        ·",2,1073,0,0,0,0,0,0
,"вул. Енергетиків, 12",36700,49,1,Рівне,"Проспект Робітничий
                        ·",3,749,0,0,0,0,0,0
,"вул. Польова, 10",17000,25,1,Рівне,"Агропереробка
                        ·",3,680,0,0,0,0,0,0
