,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking,full_address,latitude,longitude
883,"вул. Героїв Праці, 28А",47500,65,3,Харків,"521-ий мікрорайон
                        ·",1,736,0,0,0,0,0,0,"вул. Героїв Праці, 28А, Харків, Україна",50.0219593,36.3374022
884,"вул. Шевченка, 325",38000,42,1,Харків,"Київський
                        ·",7,905,0,1,0,1,0,0,"вул. Шевченка, 325, Харків, Україна",50.02214935,36.28909410577914
885,"вул. Грицевця, 48Б",15900,37,1,Харків,"Індустріальний
                        ·",9,436,0,0,0,0,0,0,"вул. Грицевця, 48Б, Харків, Україна",49.91375265,36.40488974209498
886,"вул. Плеханівська, 32",39500,47,1,Харків,"Слобідський
                        ·",14,823,0,0,0,0,1,0,"вул. Плеханівська, 32, Харків, Україна",49.9779693,36.2672587
887,"вул. Вернадського, 1",150000,123,3,Харків,"Левада
                        ·",4,1220,0,0,0,0,1,0,"вул. Вернадського, 1, Харків, Україна",49.9825392,36.2410243
888,"вул. Озерянська, 13",25300,34,2,Харків,"Холодна Гора
                        ·",3,744,0,0,0,0,0,1,"вул. Озерянська, 13, Харків, Україна",49.9895359,36.19265152837528
889,"просп. Перемоги, 66Б",25800,35,1,Харків,"Олексїївка
                        ·",7,731,1,0,0,0,0,0,"просп. Перемоги, 66Б, Харків, Україна",50.06000655,36.208491499012936
890,"вул. Гвардійців-Широнінців, 50",31000,65,3,Харків,"Салтівський
                        ·",7,477,0,0,1,0,0,0,"вул. Гвардійців-Широнінців, 50, Харків, Україна",50.0215204,36.3488569
891,"вул. Барабашова, 10В",32500,32,1,Харків,"Салтівський
                        ·",6,1016,0,0,1,0,0,0,"вул. Барабашова, 10В, Харків, Україна",50.0123745,36.30559991634846
892,"вул. Дерев'янка, 18",28500,30,1,Харків,"Шевченківський
                        ·",4,950,0,0,1,1,0,0,"вул. Дерев'янка, 18, Харків, Україна",50.039462,36.22878126292643
893,"вул. Мельникова Василя, 3/1",26000,31,1,Харків,"Нові Дома
                        ·",2,839,0,0,1,0,0,0,"вул. Мельникова Василя, 3/1, Харків, Україна",49.9637348,36.3259733
894,"вул. Маршала Бажанова, 11А",82000,77,2,Харків,"Нагірний (Київський)
                        ·",3,1065,0,0,0,0,1,0,"вул. Маршала Бажанова, 11А, Харків, Україна",49.99605875,36.241010342303326
895,"вул. Клочківська, 201",25000,32,1,Харків,"Павлівка
                        ·",2,781,1,0,1,0,0,0,"вул. Клочківська, 201, Харків, Україна",50.0179586,36.209110414887306
896,"пров. Лосівський, 2Д",245000,135,3,Харків,"Центр
                        ·",9,1815,0,0,0,0,1,0,"пров. Лосівський, 2Д, Харків, Україна",49.9948751,36.2144319
897,"просп. Перемоги, 56",44499,44,2,Харків,"Олексїївка
                        ·",4,1004,0,0,1,0,0,0,"просп. Перемоги, 56, Харків, Україна",50.05622355,36.199421492513196
898,"пров. Зерновий, 6/6",16000,27,1,Харків,"Одеська
                        ·",5,593,0,0,0,0,0,0,"пров. Зерновий, 6/6, Харків, Україна",49.94854155,36.26978414802919
899,"пров. Цигарівський, 5/7",13800,90,2,Харків,"Основ’янський
                        ·",2,153,1,0,0,0,1,0,"пров. Цигарівський, 5/7, Харків, Україна",49.9746322,36.23332561130202
900,"вул. Барабашова, 38А",44499,46,2,Харків,"Київський
                        ·",3,978,0,0,1,0,0,0,"вул. Барабашова, 38А, Харків, Україна",50.0230046,36.32319092287404
901,"вул. Муромська, 30",23000,22,1,Харків,"Київський
                        ·",3,1031,0,0,1,1,0,0,"вул. Муромська, 30, Харків, Україна",50.0103267,36.312633149999996
902,"вул. Героїв Праці, 48Б",25000,44,2,Харків,Харків,4,573,0,0,1,0,0,0,"вул. Героїв Праці, 48Б, Харків, Україна",50.0186044,36.350006536366465
903,"вул. Велика Панасівська, 83",23000,37,1,Харків,"Холодногірський
                        ·",5,622,0,0,1,0,1,0,"вул. Велика Панасівська, 83, Харків, Україна",49.99925775,36.20305603224995
904,"просп. Науки, 47/1",60000,39,1,Харків,"Шевченківський
                        ·",2,1535,0,0,0,1,0,0,"просп. Науки, 47/1, Харків, Україна",50.0366468,36.21797135840788
905,"вул. Борткевича, 9",35000,37,1,Харків,"Київський
                        ·",4,946,0,1,1,0,0,0,"вул. Борткевича, 9, Харків, Україна",50.0224472,36.294526075385626
906,"вул. Клочківська, 276",30500,60,3,Харків,"Шевченківський
                        ·",4,508,0,0,0,0,0,0,"вул. Клочківська, 276, Харків, Україна",50.0389467,36.19984764999998
907,"вул. Гвардійців-Широнінців, 63",20900,32,1,Харків,Харків,1,653,0,0,0,0,0,0,"вул. Гвардійців-Широнінців, 63, Харків, Україна",50.018560300000004,36.344952269609934
908,"вул. Барабашова, 38",25000,32,1,Харків,"Салтівський
                        ·",8,758,0,0,0,0,0,0,"вул. Барабашова, 38, Харків, Україна",50.02312655,36.32035856885331
909,"просп. Тракторобудівників, 134Б",15000,31,1,Харків,"606-ий мікрорайон
                        ·",4,484,0,0,0,0,0,0,"просп. Тракторобудівників, 134Б, Харків, Україна",50.01197295,36.35624281292267
910,"вул. Академіка Павлова, 309Б",31000,30,1,Харків,"Салтівка
                        ·",5,1033,0,0,1,0,0,0,"вул. Академіка Павлова, 309Б, Харків, Україна",50.0191327,36.32814305521614
911,"вул. Козакевича, 10А",25000,33,1,Харків,"Салтівка
                        ·",4,758,0,1,0,0,0,0,"вул. Козакевича, 10А, Харків, Україна",50.0088186,36.3052149
912,"вул. Гвардійців-Широнінців, 14",23500,33,1,Харків,"605-ий мікрорайон
                        ·",8,712,0,0,1,0,0,0,"вул. Гвардійців-Широнінців, 14, Харків, Україна",49.999962800000006,36.33000625925778
913,"вул. Гвардійців-Широнінців, 49А",33000,45,2,Харків,"Салтівський
                        ·",9,733,0,0,1,0,0,0,"вул. Гвардійців-Широнінців, 49А, Харків, Україна",50.010581,36.33406510314151
914,"вул. Зернова, 47",51500,68,2,Харків,"Одеська
                        ·",17,757,0,0,1,0,0,0,"вул. Зернова, 47, Харків, Україна",49.95179885,36.26811717306275
915,"вул. Січових Стрільців, 10",29000,44,2,Стрий,"Лани Нижні
                        ·",4,656,0,0,0,0,0,0,"вул. Січових Стрільців, 10, Стрий, Україна",49.2680098,23.859263
917,Г.Коссака,65100,93,3,Стрий,"Лани Нижні
                        ·",1,700,0,0,0,0,0,0,"Г.Коссака, Стрий, Україна",49.2699792,23.8655199
918,вул. Нижанківського,87000,100,3,Стрий,"Центр
                        ·",5,870,0,0,0,0,0,0,"вул. Нижанківського, Стрий, Україна",49.2690749,23.8401916
919,вул. Грабовецька,27300,49,2,Стрий,Стрий,9,555,0,0,0,0,0,0,"вул. Грабовецька, Стрий, Україна",49.2517227,23.8333321
920,вул. Добрівлянська,74500,86,3,Стрий,"Лани Нижні
                        ·",2,862,0,0,0,0,0,0,"вул. Добрівлянська, Стрий, Україна",49.2737292,23.8505947
921,вул. Філарета Колесси,27500,54,2,Стрий,"Центр
                        ·",2,513,0,0,0,0,0,0,"вул. Філарета Колесси, Стрий, Україна",49.2552427,23.8498378
922,Миколи Лемика,26000,54,2,Стрий,"Лани Верхні
                        ·",1,481,0,0,0,0,0,0,"Миколи Лемика, Стрий, Україна",49.2650294,23.8496417
923,вул. Залізняка(Залізняка),37500,56,3,Стрий,Стрий,1,670,0,0,0,0,0,0,"вул. Залізняка(Залізняка), Стрий, Україна",49.2598929,23.8573246
924,вул. Коперніка(Коперніка),26000,47,2,Стрий,"Шумлявщина
                        ·",1,553,0,0,0,0,0,0,"вул. Коперніка(Коперніка), Стрий, Україна",49.2560095,23.841727
925,вул. Тараса Шевченка,55500,129,4,Стрий,"Центр
                        ·",2,430,0,0,0,0,0,0,"вул. Тараса Шевченка, Стрий, Україна",49.2545497,23.8436662
926,"пров. Остапа Нижанківського, 2",61650,69,2,Стрий,Стрий,10,900,0,0,0,0,0,0,"пров. Остапа Нижанківського, 2, Стрий, Україна",49.2618239,23.8512446
927,"вул. Тараса Шевченка, 5",63500,50,1,Стрий,"Центр
                        ·",1,1270,0,0,0,0,0,0,"вул. Тараса Шевченка, 5, Стрий, Україна",49.25507675,23.842998801574126
928,"вул. Нижанківського, 2",62910,70,2,Стрий,Стрий,9,900,0,0,0,0,0,0,"вул. Нижанківського, 2, Стрий, Україна",49.261705250000006,23.85367173597082
929,пров. Тараса Шевченка,40000,93,2,Стрий,"Центр
                        ·",2,431,0,0,0,0,0,0,"пров. Тараса Шевченка, Стрий, Україна",49.2560519,23.8460995
930,вул. Дрогобицька,80000,94,3,Стрий,"Центр
                        ·",3,851,0,0,0,0,0,0,"вул. Дрогобицька, Стрий, Україна",49.2520747,23.8330686
932,вул. Виговського(Виговського),33000,62,3,Стрий,Стрий,4,532,0,0,0,0,0,0,"вул. Виговського(Виговського), Стрий, Україна",49.2472991,23.833694
933,"вул. Тараса Шевченка, 107Г",187000,277,5,Стрий,"Центр
                        ·",7,676,0,0,0,0,0,0,"вул. Тараса Шевченка, 107Г, Стрий, Україна",49.25975715,23.8532837
934,пров. Остапа Нижанківського,86900,67,2,Стрий,Стрий,8,1307,0,0,0,0,0,0,"пров. Остапа Нижанківського, Стрий, Україна",49.2618239,23.8512446
935,вул. Красівського,34000,70,3,Стрий,Стрий,5,489,0,0,0,0,0,0,"вул. Красівського, Стрий, Україна",49.2644905,23.8584113
936,вул. Новаківського(Новаківського),38500,72,3,Стрий,"Лани Верхні
                        ·",5,535,0,0,0,0,0,0,"вул. Новаківського(Новаківського), Стрий, Україна",49.273703,23.8596992
937,"вул. Львівська, 81",62000,106,3,Стрий,Стрий,8,586,0,0,0,0,0,0,"вул. Львівська, 81, Стрий, Україна",49.2672727,23.864957867468355
938,"вул. Богдана Хмельницького, 9",59999,115,4,Стрий,"Центр
                        ·",3,522,0,0,0,0,0,0,"вул. Богдана Хмельницького, 9, Стрий, Україна",49.2569247,23.8541963
939,"Лудкевича, 11",12990,31,1,Стрий,"Центр
                        ·",1,423,0,0,0,0,0,0,"Лудкевича, 11, Стрий, Україна",49.2565815,23.8510275
940,"вул. Лесі Українки, 15",18500,43,2,Стрий,Стрий,4,430,0,0,0,0,0,0,"вул. Лесі Українки, 15, Стрий, Україна",49.2665616,23.8504416
941,"вул. Тараса Шевченка, 111",160161,100,3,Стрий,"Центр
                        ·",7,1667,0,0,0,0,0,0,"вул. Тараса Шевченка, 111, Стрий, Україна",49.2600395,23.8538581
942,"вул. Залізняка(Залізняка), 7",41999,41,2,Стрий,Стрий,4,1019,0,0,0,0,0,0,"вул. Залізняка(Залізняка), 7, Стрий, Україна",49.26007565,23.857079000000002
944,вул. Вишнева,25000,44,2,Стрий,Стрий,1,568,0,0,0,0,0,0,"вул. Вишнева, Стрий, Україна",49.2642631,23.8334921
945,"вул. Богдана Хмельницького, 10",24900,47,2,Стрий,"Центр
                        ·",2,525,0,0,0,0,0,0,"вул. Богдана Хмельницького, 10, Стрий, Україна",49.2566117,23.8535969
946,"вул. Дрогобицька, 5",70000,203,3,Стрий,Стрий,3,345,0,0,0,0,0,0,"вул. Дрогобицька, 5, Стрий, Україна",49.2539072,23.8428072
947,"Стрий, 4",31500,30,1,Стрий,"Лани Нижні
                        ·",5,1050,0,0,0,0,0,0,"Стрий, 4, Стрий, Україна",49.155288,23.0584666
948,"вул. Дрогобицька, 46",56500,69,3,Стрий,"Центр
                        ·",3,825,0,0,0,0,0,0,"вул. Дрогобицька, 46, Стрий, Україна",49.2520747,23.8330686
949,просп. Чорновола,55500,140,3,Стрий,"Центр
                        ·",5,396,0,0,0,0,0,0,"просп. Чорновола, Стрий, Україна",49.2580086,23.8443558
950,"пров. Лесі Українки, 9Б",23200,59,3,Стрий,"Центр
                        ·",1,393,0,0,0,0,0,0,"пров. Лесі Українки, 9Б, Стрий, Україна",49.2701588,23.8467218
951,"вул. Дрогобицька, 35",28500,63,2,Стрий,"Шумлявщина
                        ·",2,456,0,0,0,0,0,0,"вул. Дрогобицька, 35, Стрий, Україна",49.2520747,23.8330686
952,"вул. Тараса Шевченка, 88",67000,79,1,Стрий,"Центр
                        ·",7,848,0,0,0,0,0,0,"вул. Тараса Шевченка, 88, Стрий, Україна",49.2545497,23.8436662
953,вул. Стуса(Стуса),43900,55,2,Стрий,"Шумлявщина
                        ·",1,806,0,0,0,0,0,0,"вул. Стуса(Стуса), Стрий, Україна",49.2631625,23.8521297
954,"пров. Остапа Нижанківського, 2Д",55400,68,2,Стрий,"Центр
                        ·",9,820,0,0,0,0,0,0,"пров. Остапа Нижанківського, 2Д, Стрий, Україна",49.2618239,23.8512446
955,вул. Крива,49500,63,2,Стрий,"Центр
                        ·",1,788,0,0,0,0,0,0,"вул. Крива, Стрий, Україна",49.2529705,23.8539602
956,"вул. Андрія Корчака, 1",29990,55,2,Стрий,"Центр
                        ·",2,545,0,0,0,0,0,0,"вул. Андрія Корчака, 1, Стрий, Україна",49.2591698,23.8557546
958,"вул. Вишнева, 1",28500,45,2,Стрий,"Новий Світ
                        ·",4,633,0,0,0,0,0,0,"вул. Вишнева, 1, Стрий, Україна",49.2642631,23.8334921
959,"вул. Басараб Ольги, 14",47000,89,3,Стрий,Стрий,8,528,0,0,0,0,0,0,"вул. Басараб Ольги, 14, Стрий, Україна",49.26577525,23.872324785013518
960,"вул. Тараса Шевченка, 107",69999,74,2,Стрий,Стрий,6,946,0,0,0,0,1,0,"вул. Тараса Шевченка, 107, Стрий, Україна",49.25975715,23.8532837
961,вул. Шумлявщина,44900,56,2,Стрий,Стрий,3,802,0,0,1,0,1,0,"вул. Шумлявщина, Стрий, Україна",49.2534026,23.8397455
962,вул. Коссака(Коссака),39900,74,4,Стрий,"Центр
                        ·",8,539,0,0,0,0,0,0,"вул. Коссака(Коссака), Стрий, Україна",49.2699792,23.8655199
963,"вул. Залізняка(Залізняка), 10",26500,45,2,Стрий,Стрий,1,589,0,0,0,0,0,0,"вул. Залізняка(Залізняка), 10, Стрий, Україна",49.26036465,23.858590734450672
966,вул. Січових Стрільців,37500,994,3,Стрий,"Лани Нижні
                        ·",1,38,0,0,0,0,0,1,"вул. Січових Стрільців, Стрий, Україна",49.2690803,23.8571642
967,"вул. Олесницького, 1",42000,60,2,Стрий,"Центр
                        ·",2,697,0,0,0,0,1,0,"вул. Олесницького, 1, Стрий, Україна",49.2577896,23.8487089
968,"вул. Саксаганського, 8",44100,57,2,Стрий,"Марцинівка
                        ·",4,781,0,0,0,0,0,0,"вул. Саксаганського, 8, Стрий, Україна",49.2450398,23.83410575
970,"вул. Івана Франка, 16",46000,84,3,Стрий,"Центр
                        ·",1,550,0,0,0,0,0,0,"вул. Івана Франка, 16, Стрий, Україна",49.2564257,23.8448492
972,"вул. Тараса Шевченка, 14",65975,91,3,Стрий,"Центр
                        ·",4,725,0,0,0,0,0,0,"вул. Тараса Шевченка, 14, Стрий, Україна",49.2545497,23.8436662
973,"вул. Степана Ленкавського, 1Б",40000,72,3,Стрий,"Лани Нижні
                        ·",3,556,0,0,0,0,0,0,"вул. Степана Ленкавського, 1Б, Стрий, Україна",49.2726145,23.862272529718965
974,"бул. Італійський, 1В",103000,46,1,Одеса,"Приморський
                        ·",14,2239,0,0,0,0,0,0,"бул. Італійський, 1В, Одеса, Україна",46.4677302,30.7516078
975,"вул. Толбухіна, 135 а",84000,86,3,Одеса,"Київський
                        ·",22,977,0,0,0,0,0,0,"вул. Толбухіна, 135 а, Одеса, Україна",45.7964237,28.7359562
976,"вул. Спрейса, 1",31756,27,1,Одеса,"Хаджибейський
                        ·",14,1197,0,0,0,0,0,0,"вул. Спрейса, 1, Одеса, Україна",46.4465544,30.6334956
977,"вул. Літературна, 1А",160000,83,2,Одеса,"Приморський
                        ·",9,1928,0,0,0,0,0,0,"вул. Літературна, 1А, Одеса, Україна",46.42128425,30.75976412509214
978,"вул. Сонячна, 4",74000,81,2,Одеса,"Приморський
                        ·",16,914,0,0,0,0,0,0,"вул. Сонячна, 4, Одеса, Україна",46.43725395,30.752733308320597
979,"просп. Шевченка, 31",100000,67,1,Одеса,"Приморський
                        ·",7,1493,0,1,0,0,0,0,"просп. Шевченка, 31, Одеса, Україна",46.4460281,30.7603747
980,вул. Генуезька,68000,45,1,Одеса,Одеса,23,1511,0,1,0,0,0,0,"вул. Генуезька, Одеса, Україна",46.4389387,30.7567489
981,"вул. Середньофонтанська, 30/1",75000,63,2,Одеса,"Приморський
                        ·",4,1190,0,0,0,0,0,0,"вул. Середньофонтанська, 30/1, Одеса, Україна",46.45477765,30.73702803524158
982,Фонтанська дор.,36500,51,1,Одеса,"Великий Фонтан
                        ·",3,719,0,0,0,0,0,0,"Фонтанська дор., Одеса, Україна",46.4485049,30.7400342
984,вул. Дача Ковалевського,38000,45,1,Одеса,"Дача Ковалевського
                        ·",2,844,0,0,0,0,0,0,"вул. Дача Ковалевського, Одеса, Україна",46.3827437,30.7438508
985,вул. Профспілкова,66500,82,3,Одеса,"Хаджибейський
                        ·",6,811,1,0,0,0,0,0,"вул. Профспілкова, Одеса, Україна",46.4517095,30.5625277
986,вул. Генерала Петрова,67000,70,3,Одеса,"Черемушки
                        ·",5,957,0,0,1,0,0,0,"вул. Генерала Петрова, Одеса, Україна",46.4315882,30.7077446
988,вул. Академіка Корольова,25000,40,1,Одеса,"Київський
                        ·",12,631,1,0,0,0,0,0,"вул. Академіка Корольова, Одеса, Україна",46.3994089,30.723482
989,вул. Інглезі,45600,46,2,Одеса,"Київський
                        ·",2,983,1,0,0,0,0,0,"вул. Інглезі, Одеса, Україна",46.4246348,30.7061297
990,"вул. Перлинна, 12",79500,61,2,Одеса,"Київський
                        ·",14,1303,1,1,0,0,0,0,"вул. Перлинна, 12, Одеса, Україна",46.3560809,30.7042003
991,"вул. Сегедська, 10",30000,33,1,Одеса,"Приморський
                        ·",3,909,1,0,0,0,0,0,"вул. Сегедська, 10, Одеса, Україна",46.45008765,30.743118925677564
992,вул. Перлинна,92500,75,3,Одеса,"Київський
                        ·",4,1233,1,0,0,0,0,0,"вул. Перлинна, Одеса, Україна",46.3560809,30.7042003
993,пров. Середньофонтанський,67900,48,2,Одеса,"Приморський
                        ·",11,1415,1,1,0,0,0,0,"пров. Середньофонтанський, Одеса, Україна",46.4568761,30.7402324
994,вул. Жаботинського,115000,100,2,Одеса,"Таїрова
                        ·",15,1150,0,0,0,0,0,0,"вул. Жаботинського, Одеса, Україна",46.4217861,30.7314902
995,вул. Іцхака Рабіна,30000,57,3,Одеса,"Малиновський
                        ·",5,526,1,0,0,0,0,0,"вул. Іцхака Рабіна, Одеса, Україна",46.4366298,30.7003607
996,"вул. Адмірала Лазарєва, 32",26000,34,2,Одеса,"Молдаванка
                        ·",1,769,0,0,0,1,1,0,"вул. Адмірала Лазарєва, 32, Одеса, Україна",46.4641692,30.723958823955158
997,просп. Небесної Сотні,55000,66,2,Одеса,"Київський
                        ·",5,833,1,1,0,0,0,0,"просп. Небесної Сотні, Одеса, Україна",46.4170155,30.7144254
999,вул. Бугаївська,41000,36,1,Одеса,"Хаджибейський
                        ·",12,1139,0,0,0,0,0,0,"вул. Бугаївська, Одеса, Україна",46.465791,30.695213
1000,пров. Сабанський,95000,59,1,Одеса,"Приморський
                        ·",13,1610,1,0,0,0,0,0,"пров. Сабанський, Одеса, Україна",46.479401,30.7493108
1001,вул. Гранітна,36000,40,1,Одеса,"Таїрова
                        ·",8,900,0,0,1,0,0,0,"вул. Гранітна, Одеса, Україна",46.4542934,30.7274443
1002,вул. Палія Семена,40000,59,2,Одеса,"Пересипський
                        ·",7,683,0,0,0,0,0,0,"вул. Палія Семена, Одеса, Україна",46.5681554,30.7902854
1004,вул. Маршала Малиновського,77000,52,2,Одеса,Одеса,3,1481,0,0,1,0,0,0,"вул. Маршала Малиновського, Одеса, Україна",46.442159,30.7157724
1005,вул. Вапняна,27900,44,2,Одеса,"Пересипський
                        ·",4,634,1,0,0,0,0,0,"вул. Вапняна, Одеса, Україна",46.5018134,30.7055955
1006,вул. Академіка Сахарова,40600,68,2,Одеса,"Пересипський
                        ·",3,597,0,0,0,0,0,0,"вул. Академіка Сахарова, Одеса, Україна",46.5764294,30.8079232
1007,"вул. Чубаївська, 1",49508,43,1,Одеса,"Київський
                        ·",7,1150,0,0,1,0,0,0,"вул. Чубаївська, 1, Одеса, Україна",46.42663095,30.75026860000001
1008,вул. Дмитрія Донського,63500,48,1,Одеса,"Київський
                        ·",3,1323,1,0,0,0,0,0,"вул. Дмитрія Донського, Одеса, Україна",46.4163404,30.7519977
1009,"вул. Каманіна, 16А/5",155000,68,2,Одеса,"Аркадія
                        ·",12,2279,0,0,0,0,0,0,"вул. Каманіна, 16А/5, Одеса, Україна",46.42331525,30.762521862992074
1011,вул. Середньофонтанська,68000,43,1,Одеса,"Приморський
                        ·",18,1570,1,0,0,0,0,0,"вул. Середньофонтанська, Одеса, Україна",46.45157865,30.737373585734463
1013,вул. Варненська,56500,46,1,Одеса,"Київський
                        ·",22,1228,1,0,0,0,0,0,"вул. Варненська, Одеса, Україна",46.4214998,30.7111037
1014,вул. Спрейса,26000,23,1,Одеса,"Овідіопольський
                        ·",10,1130,1,0,0,0,0,0,"вул. Спрейса, Одеса, Україна",46.4468163,30.6331311
1015,"вул. Академіка Корольова, 59",65000,64,3,Одеса,"Київський
                        ·",7,1016,1,0,0,0,0,0,"вул. Академіка Корольова, 59, Одеса, Україна",46.39157605,30.724467320929598
1016,вул. Армійська,46000,62,3,Одеса,"Приморський
                        ·",1,742,1,0,0,0,0,0,"вул. Армійська, Одеса, Україна",46.4468817,30.741098
1018,пров. Нечипуренка,62000,60,3,Одеса,"Приморський
                        ·",1,1033,0,0,0,1,1,0,"пров. Нечипуренка, Одеса, Україна",46.47957,30.7339513
1019,вул. Ільфа і Петрова,33000,66,3,Одеса,"Київський
                        ·",3,500,0,0,0,0,0,0,"вул. Ільфа і Петрова, Одеса, Україна",46.3906357,30.7149117
1020,вул. Плієва,54500,50,1,Одеса,"Малиновський
                        ·",4,1090,1,0,0,0,0,0,"вул. Плієва, Одеса, Україна",46.480713,30.6858945
1021,вул. Михайла Грушевського,58000,49,1,Одеса,"Малиновський
                        ·",8,1186,1,0,0,0,0,0,"вул. Михайла Грушевського, Одеса, Україна",46.4800664,30.6893009
1022,вул. Паркова,115000,145,4,Одеса,"Малиновський
                        ·",5,793,1,1,0,0,0,0,"вул. Паркова, Одеса, Україна",46.4768623,30.6961686
1023,"вул. Дмитрія Донського, 59/2",44000,40,1,Одеса,Одеса,5,1100,0,0,0,0,0,0,"вул. Дмитрія Донського, 59/2, Одеса, Україна",46.4183977,30.7333802
1024,плато Гагарінське,65000,60,1,Одеса,"Приморський
                        ·",3,1083,1,0,0,0,0,0,"плато Гагарінське, Одеса, Україна",46.43450575,30.764806911934805
1025,"вул. Ільфа і Петрова, 57",82000,108,4,Одеса,"Київський
                        ·",1,759,1,0,0,0,0,0,"вул. Ільфа і Петрова, 57, Одеса, Україна",46.3906357,30.7149117
1026,просп. Шевченка,47000,30,1,Одеса,"Приморський
                        ·",11,1567,1,1,0,0,0,0,"просп. Шевченка, Одеса, Україна",46.4495444,30.7559763
1027,пров. Хвойний,45000,50,1,Одеса,"Хаджибейський
                        ·",1,900,0,1,0,0,0,0,"пров. Хвойний, Одеса, Україна",46.4401065,30.7238467
1028,"Фонтанська дор., 4А",180000,110,3,Одеса,"Приморський
                        ·",2,1636,1,0,0,0,0,0,"Фонтанська дор., 4А, Одеса, Україна",46.45148635,30.738014339135518
1029,вул. Тополина,105000,122,4,Одеса,"Київський
                        ·",9,861,1,0,0,0,0,0,"вул. Тополина, Одеса, Україна",46.4099433,30.7245899
1030,вул. Разумовська,90000,96,4,Одеса,"Малиновський
                        ·",1,938,1,0,0,0,0,0,"вул. Разумовська, Одеса, Україна",46.4740016,30.7210827
1031,пров. Морехідний,138000,159,2,Одеса,"Приморський
                        ·",6,866,1,0,0,0,0,0,"пров. Морехідний, Одеса, Україна",46.4229562,30.7650688
1032,вул. Генерала Бочарова,28000,24,1,Одеса,"Містечко Котовського
                        ·",3,1167,0,0,0,0,0,0,"вул. Генерала Бочарова, Одеса, Україна",46.5816739,30.8120908
1033,"вул. Дача Ковалевського, 5",149070,99,3,Одеса,"Київський
                        ·",26,1500,0,0,0,0,0,0,"вул. Дача Ковалевського, 5, Одеса, Україна",46.3899157,30.746830830755723
1035,"вул. Академіка Сахарова, 3В",33500,43,1,Одеса,Одеса,9,779,0,0,0,0,0,0,"вул. Академіка Сахарова, 3В, Одеса, Україна",46.577994950000004,30.810538686884307
1036,"вул. Палія Семена, 21",47060,72,2,Одеса,"Пересипський
                        ·",8,650,0,0,0,0,0,0,"вул. Палія Семена, 21, Одеса, Україна",46.579451649999996,30.80035246166177
1037,"Фонтанська дор., 25",70139,66,2,Одеса,"Приморський
                        ·",6,1070,0,0,0,0,0,0,"Фонтанська дор., 25, Одеса, Україна",46.4399084,30.747739219166267
1038,"вул. Макаренка, 2А",103000,85,2,Одеса,"Великий Фонтан
                        ·",10,1212,0,0,1,0,0,0,"вул. Макаренка, 2А, Одеса, Україна",46.400618,30.742445387011088
1039,вул. Ріхтера Святослава,39500,31,1,Одеса,"Хаджибейський
                        ·",4,1262,1,0,0,0,0,0,"вул. Ріхтера Святослава, Одеса, Україна",46.4517425,30.6829757
1040,"Фонтанська дор., 118А",57000,38,1,Одеса,"Київський
                        ·",17,1500,0,0,0,1,0,0,"Фонтанська дор., 118А, Одеса, Україна",46.4485049,30.7400342
1041,"вул. Академіка Сахарова, 20",30842,44,1,Одеса,"Пересипський
                        ·",1,697,0,0,0,0,0,0,"вул. Академіка Сахарова, 20, Одеса, Україна",46.57225895,30.805972699999998
1042,вул. Посмітного,56000,69,3,Одеса,"Приморський
                        ·",7,812,1,0,0,0,0,0,"вул. Посмітного, Одеса, Україна",46.4273516,30.7539694
1043,"пров. Компасний, 1А",90000,78,2,Одеса,"Аркадія
                        ·",9,1154,0,0,0,0,0,0,"пров. Компасний, 1А, Одеса, Україна",46.42289255,30.76008685758427
1044,вул. Прохоровська,62500,75,2,Одеса,"Хаджибейський
                        ·",15,832,1,0,0,0,0,0,"вул. Прохоровська, Одеса, Україна",46.473077,30.7257331
1045,"вул. Профспілкова, 9А",30000,39,1,Одеса,"Черемушки
                        ·",7,769,0,0,1,0,0,0,"вул. Профспілкова, 9А, Одеса, Україна",46.4517095,30.5625277
1046,вул. Кленова,72900,58,1,Одеса,"Приморський
                        ·",9,1268,1,1,0,0,0,0,"вул. Кленова, Одеса, Україна",46.4408252,30.7472977
1047,"вул. Академіка Сахарова, 55",23512,31,1,Одеса,"Пересипський
                        ·",4,750,0,0,0,0,0,0,"вул. Академіка Сахарова, 55, Одеса, Україна",46.5764294,30.8079232
1048,вул. Маршала Говорова,55000,44,1,Одеса,"Приморський
                        ·",6,1239,1,1,0,0,0,0,"вул. Маршала Говорова, Одеса, Україна",46.4386863,30.7502359
1049,"вул. Академічна, 3",24500,35,1,Одеса,"Приморський
                        ·",6,704,0,0,0,0,0,0,"вул. Академічна, 3, Одеса, Україна",46.442537599999994,30.74452050745964
1050,вул. Костанді,63500,45,1,Одеса,"Вузівський
                        ·",4,1411,0,0,1,0,0,0,"вул. Костанді, Одеса, Україна",46.4036779,30.7163545
1051,"вул. Академіка Заболотного, 18",14000,22,1,Одеса,"Містечко Котовського
                        ·",8,636,0,0,0,0,0,0,"вул. Академіка Заболотного, 18, Одеса, Україна",46.58530025,30.781917463774477
1052,"вул. Марсельська, 62",40211,57,2,Одеса,"Пересипський
                        ·",5,705,0,0,0,0,0,0,"вул. Марсельська, 62, Одеса, Україна",46.5727781,30.7862016
